key-bin-checksum,tag-serial-number,start-timestamp,longitude,latitude,height-above-ellipsoid,type-of-fix,status,used-time-to-get-fix,timestamp-of-fix,battery-voltage,fix-battery-voltage,temperature,speed-over-ground,heading-degree,speed-accuracy-estimate,horizontal-accuracy-estimate
0341244695,2803,2015-04-27 14:24:00.000,7.8128993,52.4668820,46.6,3,A,62,2015-04-27 14:25:02.999,3688,3310,13,0.80,296.22,9.91,22.02
0929661412,2803,2015-04-27 18:26:00.000,7.8133121,52.4668209,109.4,3,A,56,2015-04-27 18:26:56.999,3675,3261,8,0.18,11.14,3.23,5.12
4057862875,2803,2015-04-30 06:55:48.000,7.8135242,52.4666130,124.3,3,A,38,2015-04-30 06:56:26.000,3662,3273,8,0.24,28.18,5.97,17.92
0161774041,2803,2015-04-30 10:58:00.000,7.8130578,52.4674582,100.1,3,A,55,2015-04-30 10:58:55.000,3718,3399,37,0.12,41.94,0.46,5.38
3666948295,2803,2015-04-30 15:00:00.000,7.8106108,52.4684571,86.0,3,A,61,2015-04-30 15:01:01.000,3714,3369,30,0.16,347.34,2.13,9.47
2693890440,2803,2015-05-03 07:31:45.000,7.8123713,52.4666565,102.8,3,A,69,2015-05-03 07:32:54.999,3691,3334,20,0.46,302.12,2.89,12.54
3766865042,2803,2015-05-03 11:34:00.000,7.8129354,52.4670310,120.2,3,A,110,2015-05-03 11:35:50.999,3701,3312,21,0.39,49.81,5.88,9.98
4214429057,2803,2015-05-03 15:36:01.000,7.8122270,52.4664117,100.7,3,A,43,2015-05-03 15:36:44.001,3681,3271,9,0.09,17.04,2.16,3.84
3503611237,2803,2015-05-06 04:05:45.000,7.8125066,52.4671387,94.9,3,A,40,2015-05-06 04:06:25.998,3676,3295,10,0.82,243.14,4.50,7.94
2371091184,2803,2015-05-06 08:08:01.000,7.8109886,52.4670824,104.9,3,A,50,2015-05-06 08:08:51.000,3696,3308,18,0.20,344.06,2.39,3.33
0446573557,2803,2015-05-06 12:10:00.000,7.8110835,52.4670941,88.8,3,A,57,2015-05-06 12:10:57.001,3708,3334,22,0.82,329.65,4.36,10.50
2241172999,2803,2015-05-06 16:11:59.000,7.8121144,52.4661622,92.4,3,A,56,2015-05-06 16:12:55.998,3688,3278,13,1.19,141.56,8.70,32.51
0290688587,2803,2015-05-09 04:41:47.000,7.8112695,52.4655906,75.7,3,A,58,2015-05-09 04:42:45.001,3668,3264,9,0.30,357.17,10.38,25.09
1065372205,2803,2015-05-09 08:43:59.000,7.8131326,52.4666761,91.9,3,A,74,2015-05-09 08:45:13.999,3693,3304,15,0.18,344.72,3.22,7.94
3564379696,2803,2015-05-09 12:46:01.000,7.8136481,52.4668476,94.8,3,A,55,2015-05-09 12:46:56.000,3710,3348,25,0.30,7.21,2.71,4.35
0540828258,2803,2015-05-09 16:48:00.000,7.8151333,52.4670911,105.1,3,A,56,2015-05-09 16:48:56.000,3701,3317,18,0.35,312.61,3.27,6.14
2725816219,2803,2015-05-12 05:17:46.000,7.8126291,52.4662705,102.7,3,A,40,2015-05-12 05:18:26.000,3691,3315,17,0.12,332.92,3.02,6.40
4243406099,2803,2015-05-12 09:19:59.000,7.8137808,52.4668488,117.0,3,A,62,2015-05-12 09:21:01.998,3718,3391,33,0.08,344.06,0.71,4.35
0491395029,2803,2015-05-12 13:22:00.000,7.8138920,52.4669157,118.0,3,A,54,2015-05-12 13:22:54.998,3710,3337,21,0.02,312.61,0.33,3.84
2158077204,2803,2015-05-12 17:24:00.000,7.8123000,52.4659739,79.4,3,A,43,2015-05-12 17:24:43.998,3693,3304,15,0.22,0.66,4.05,7.42
1611763350,2803,2015-05-15 05:53:46.000,7.8106770,52.4657842,110.9,3,A,64,2015-05-15 05:54:50.998,3674,3273,12,0.06,113.38,2.86,3.33
3579244315,2803,2015-05-15 09:56:00.000,,,,0,D,120,,3691,3242,13,,,,
0620206587,2803,2015-05-15 13:57:59.000,7.8138302,52.4657660,112.9,3,A,61,2015-05-15 13:59:00.999,3715,3364,26,0.00,20.32,0.51,5.63
1670138104,2803,2015-05-15 18:00:00.000,7.8114177,52.4660917,123.9,3,A,44,2015-05-15 18:00:44.998,3698,3308,16,0.28,168.43,3.74,7.17
1115263402,2803,2015-05-18 06:29:47.000,7.8106350,52.4660155,117.1,3,A,93,2015-05-18 06:31:20.999,3673,3234,10,0.25,324.40,5.05,7.68
1925871188,2803,2015-05-18 10:32:02.000,7.8137226,52.4649253,99.9,3,A,55,2015-05-18 10:32:57.001,3663,3339,25,0.08,15.07,3.70,7.17
2776987458,2803,2015-05-18 14:33:59.000,7.8126202,52.4665134,100.3,3,A,44,2015-05-18 14:34:43.999,3702,3315,22,0.36,43.25,3.97,7.17
0694828961,2803,2015-05-21 07:06:00.000,,,,0,D,120,,3682,3214,11,,,,
2423544580,2803,2015-05-21 11:07:46.000,7.8133251,52.4666973,98.8,3,A,45,2015-05-21 11:08:31.001,3710,3364,30,0.11,15.07,0.27,3.33
0542855838,2803,2015-05-21 15:10:00.000,7.8134999,52.4667362,101.4,3,A,56,2015-05-21 15:10:56.000,3708,3339,25,0.31,9.18,3.20,7.42
4145011437,2803,2015-05-24 07:41:44.000,7.8122890,52.4664964,101.8,3,A,65,2015-05-24 07:42:49.998,3708,3315,29,0.10,342.75,2.70,3.84
1675559258,2803,2015-05-24 11:44:00.000,7.8127279,52.4668418,106.6,3,A,103,2015-05-24 11:45:43.999,3703,3315,20,0.12,282.46,0.59,5.38
2420425635,2803,2015-05-24 15:46:01.000,7.8138255,52.4668678,123.5,3,A,48,2015-05-24 15:46:49.000,3715,3364,29,0.23,338.82,0.40,6.91
3611436919,2803,2015-05-27 04:16:00.000,,,,0,D,120,,3686,3238,8,,,,
2297359781,2803,2015-05-27 08:18:00.000,,,,0,D,120,,3696,3283,17,,,,
0679835390,2803,2015-05-27 12:19:43.000,,,,0,D,120,2015-05-27 12:21:43.998,3706,3310,21,,,,
0741101458,2803,2015-05-27 16:22:00.000,7.8129824,52.4666759,75.9,3,A,54,2015-05-27 16:22:54.999,3703,3330,22,0.09,287.70,2.96,16.64
2539156082,2803,2015-05-29 17:55:49.000,,,,0,D,120,2015-05-29 17:57:48.998,3674,3291,21,,,,
0195876567,2803,2015-05-29 17:58:01.000,7.8119883,52.4665498,154.6,3,A,23,2015-05-29 17:58:24.000,3601,3333,23,6.51,235.93,10.29,67.07
2141087901,2803,2015-05-29 17:58:01.000,7.8119279,52.4665279,157.9,3,A,24,2015-05-29 17:58:25.000,3601,3336,23,6.04,233.96,9.71,67.33
1157010370,2803,2015-05-29 17:58:01.000,7.8118028,52.4664633,167.9,3,A,25,2015-05-29 17:58:26.000,3601,3336,23,6.01,230.69,8.74,63.23
1965586558,2803,2015-05-29 17:58:01.000,7.8117096,52.4664196,174.6,3,A,26,2015-05-29 17:58:27.000,3601,3336,23,6.15,232.00,8.27,61.18
3578267509,2803,2015-05-29 17:58:01.000,7.8115912,52.4663643,183.9,3,A,27,2015-05-29 17:58:28.000,3601,3337,23,6.04,233.31,8.18,59.65
0850474343,2803,2015-05-29 17:58:01.000,7.8114831,52.4663154,192.4,3,A,28,2015-05-29 17:58:29.000,3601,3337,23,6.65,232.65,7.69,60.42
0193830998,2803,2015-05-29 17:58:01.000,7.8113384,52.4662609,201.3,3,A,29,2015-05-29 17:58:30.000,3601,3337,23,7.12,235.27,7.39,56.83
2726481097,2803,2015-05-29 17:58:01.000,7.8112590,52.4662224,207.5,3,A,30,2015-05-29 17:58:31.000,3601,3336,23,7.02,235.27,7.02,52.74
4012924316,2803,2015-05-29 17:58:01.000,7.8113269,52.4662498,203.3,3,A,31,2015-05-29 17:58:32.000,3601,3334,23,6.49,241.17,11.18,49.92
3627006896,2803,2015-05-29 17:58:01.000,7.8115054,52.4663162,192.8,3,A,32,2015-05-29 17:58:33.000,3601,3336,23,3.47,226.75,4.65,46.08
1880525823,2803,2015-05-29 17:58:01.000,7.8115306,52.4663298,191.4,3,A,33,2015-05-29 17:58:34.000,3601,3336,23,2.53,244.45,5.08,44.80
0108047228,2803,2015-05-29 17:58:01.000,7.8115169,52.4663296,191.5,3,A,34,2015-05-29 17:58:35.000,3601,3334,23,3.37,241.17,4.76,45.06
2135106401,2803,2015-05-29 17:58:01.000,7.8115594,52.4663630,186.1,3,A,35,2015-05-29 17:58:36.000,3601,3334,23,2.63,241.83,5.40,43.52
3936421477,2803,2015-05-29 17:58:01.000,7.8115432,52.4663573,187.0,3,A,36,2015-05-29 17:58:37.000,3601,3337,23,2.59,237.90,5.33,44.29
1506850342,2803,2015-05-29 17:58:01.000,7.8115753,52.4663653,185.8,3,A,37,2015-05-29 17:58:38.000,3601,3337,23,2.11,233.96,5.53,42.75
2101401942,2803,2015-05-29 17:58:01.000,7.8116333,52.4663785,183.9,3,A,38,2015-05-29 17:58:39.000,3601,3337,23,1.60,225.44,4.13,41.47
0343779794,2803,2015-05-29 17:58:01.000,7.8116785,52.4663899,182.2,3,A,39,2015-05-29 17:58:40.000,3601,3336,23,1.29,227.41,4.67,40.70
4076950507,2803,2015-05-29 17:58:01.000,7.8117242,52.4664088,179.4,3,A,40,2015-05-29 17:58:41.000,3601,3336,23,0.98,228.07,5.46,39.94
2029835081,2803,2015-05-29 17:58:01.000,7.8119881,52.4664948,165.9,3,A,41,2015-05-29 17:58:42.000,3601,3337,23,0.37,227.41,4.01,36.86
2449714003,2803,2015-05-29 17:58:01.000,7.8121179,52.4665373,159.0,3,A,42,2015-05-29 17:58:43.000,3601,3337,23,0.19,220.20,4.75,36.35
2753540557,2803,2015-05-29 17:58:01.000,7.8122045,52.4665652,154.4,3,A,43,2015-05-29 17:58:44.000,3601,3334,23,0.26,209.72,4.11,36.86
2312658843,2803,2015-05-29 17:58:01.000,7.8122545,52.4665819,151.6,3,A,44,2015-05-29 17:58:45.000,3601,3336,23,0.32,201.20,4.89,37.63
1852483357,2803,2015-05-29 17:58:01.000,7.8123110,52.4666025,148.1,3,A,45,2015-05-29 17:58:46.000,3601,3336,23,0.58,191.37,4.18,38.66
0445459368,2803,2015-05-29 17:58:01.000,7.8123497,52.4666179,145.7,3,A,46,2015-05-29 17:58:47.000,3601,3337,23,0.60,182.19,4.19,39.68
3618683443,2803,2015-05-29 17:58:01.000,7.8123803,52.4666334,143.4,3,A,47,2015-05-29 17:58:48.000,3601,3336,23,0.64,173.67,4.18,40.70
0604464901,2803,2015-05-29 17:58:01.000,7.8124968,52.4666999,132.8,3,A,48,2015-05-29 17:58:49.000,3601,3336,23,1.21,45.88,3.92,38.66
1673430325,2803,2015-05-29 17:58:01.000,7.8125115,52.4667073,131.7,3,A,49,2015-05-29 17:58:50.000,3601,3334,23,0.94,45.88,2.89,34.82
2477408326,2803,2015-05-29 17:58:01.000,7.8125408,52.4667218,129.6,3,A,50,2015-05-29 17:58:51.000,3601,3336,23,1.09,38.01,3.99,35.33
4253523434,2803,2015-05-29 17:58:01.000,7.8125700,52.4667351,127.4,3,A,51,2015-05-29 17:58:52.000,3601,3334,23,0.89,38.67,5.21,36.10
1629801578,2803,2015-05-29 17:58:01.000,7.8125825,52.4667417,126.4,3,A,52,2015-05-29 17:58:53.000,3601,3334,23,0.95,39.32,3.20,36.86
1738821646,2803,2015-05-29 17:58:01.000,7.8125928,52.4667493,125.3,3,A,53,2015-05-29 17:58:54.000,3601,3336,23,0.98,39.98,3.93,37.63
3159818433,2803,2015-05-29 17:58:01.000,7.8126049,52.4667578,124.1,3,A,54,2015-05-29 17:58:55.000,3601,3334,23,0.85,40.63,3.23,38.14
3029758044,2803,2015-05-29 17:58:01.000,7.8126096,52.4667635,123.4,3,A,55,2015-05-29 17:58:56.000,3601,3332,23,0.87,40.63,3.24,39.42
1907930514,2803,2015-05-29 17:58:01.000,7.8126218,52.4667674,122.8,3,A,56,2015-05-29 17:58:57.000,3601,3336,23,0.89,41.29,3.26,40.45
1621502782,2803,2015-05-29 17:58:01.000,7.8126402,52.4667748,121.6,3,A,57,2015-05-29 17:58:58.000,3601,3337,23,0.90,41.29,3.26,41.47
3722457010,2803,2015-05-29 17:58:01.000,7.8126429,52.4667730,121.9,3,A,58,2015-05-29 17:58:59.000,3601,3334,23,0.80,41.94,3.25,42.50
1981971736,2803,2015-05-29 17:58:01.000,7.8126318,52.4667611,123.8,3,A,59,2015-05-29 17:59:00.000,3601,3336,23,0.67,41.94,3.20,42.75
1168787292,2803,2015-05-29 17:58:01.000,7.8126137,52.4667447,126.4,3,A,60,2015-05-29 17:59:01.000,3601,3334,23,0.60,41.94,3.11,42.24
1808983675,2803,2015-05-29 17:58:01.000,7.8125418,52.4666961,134.2,3,A,61,2015-05-29 17:59:02.000,3601,3334,23,0.15,41.94,2.89,39.17
1204394751,2803,2015-05-29 17:58:01.000,7.8125187,52.4666762,137.5,3,A,62,2015-05-29 17:59:03.000,3601,3334,23,0.00,41.94,2.08,34.05
0354275205,2803,2015-05-29 17:58:01.000,7.8125266,52.4666769,137.5,3,A,63,2015-05-29 17:59:04.000,3601,3334,23,0.13,32.11,1.77,32.51
2332113470,2803,2015-05-29 17:58:01.000,7.8125584,52.4666920,135.1,3,A,64,2015-05-29 17:59:05.000,3601,3334,23,0.03,37.36,1.44,30.72
1291787577,2803,2015-05-29 17:58:01.000,7.8126094,52.4667189,130.8,3,A,65,2015-05-29 17:59:06.000,3601,3334,23,0.05,38.01,1.08,28.93
2765747988,2803,2015-05-29 17:58:01.000,7.8127675,52.4668105,116.1,3,A,66,2015-05-29 17:59:07.000,3601,3337,23,0.20,39.32,0.92,25.34
4252430120,2803,2015-05-29 17:58:01.000,7.8128689,52.4668678,106.9,3,A,67,2015-05-29 17:59:08.000,3601,3334,23,0.18,39.98,0.84,24.06
0248675580,2803,2015-05-29 17:58:01.000,7.8129535,52.4669140,99.4,3,A,68,2015-05-29 17:59:09.000,3601,3334,23,0.18,41.29,0.80,23.81
1728266258,2803,2015-05-29 17:58:01.000,7.8130125,52.4669445,94.5,3,A,69,2015-05-29 17:59:10.000,3601,3337,23,0.29,42.60,2.73,23.55
0482776368,2803,2015-05-29 17:58:01.000,7.8130573,52.4669673,90.5,3,A,70,2015-05-29 17:59:11.000,3601,3332,23,0.28,43.91,1.02,23.55
1097203165,2803,2015-05-29 17:58:01.000,7.8130977,52.4669861,87.3,3,A,71,2015-05-29 17:59:12.000,3601,3334,23,0.28,44.56,1.02,23.30
0666710480,2803,2015-05-29 17:58:01.000,7.8131245,52.4670003,84.6,3,A,72,2015-05-29 17:59:13.000,3601,3336,23,0.22,43.25,1.19,23.30
2193914604,2803,2015-05-29 17:58:01.000,7.8131428,52.4670103,82.9,3,A,73,2015-05-29 17:59:14.000,3601,3332,23,0.28,43.91,1.23,23.30
0401424150,2803,2015-05-29 17:58:01.000,7.8131564,52.4670169,81.9,3,A,74,2015-05-29 17:59:15.000,3601,3337,23,0.30,45.22,1.27,23.04
2749461126,2803,2015-05-29 17:58:01.000,7.8131655,52.4670215,81.1,3,A,75,2015-05-29 17:59:16.000,3601,3337,23,0.23,45.22,2.86,23.04
1215565858,2803,2015-05-29 17:58:01.000,7.8131649,52.4670183,81.4,3,A,76,2015-05-29 17:59:17.000,3601,3333,23,0.26,46.53,2.68,23.04
2356340774,2803,2015-05-29 17:58:01.000,7.8131583,52.4670119,82.1,3,A,77,2015-05-29 17:59:18.000,3601,3334,23,0.20,47.19,1.35,23.04
4091463074,2803,2015-05-29 17:58:01.000,7.8131497,52.4670041,83.0,3,A,78,2015-05-29 17:59:19.000,3601,3334,23,0.26,50.46,3.72,23.30
1098902350,2803,2015-05-29 17:58:01.000,7.8131063,52.4669841,85.5,3,A,79,2015-05-29 17:59:20.000,3601,3333,23,0.04,45.22,1.44,23.30
3031619814,2803,2015-05-29 17:58:01.000,7.8130890,52.4669784,86.3,3,A,80,2015-05-29 17:59:21.000,3601,3334,23,0.09,40.63,3.52,23.30
1282303258,2803,2015-05-29 17:58:01.000,7.8130772,52.4669713,86.8,3,A,81,2015-05-29 17:59:22.000,3601,3337,23,0.18,51.77,3.52,23.55
2842287105,2803,2015-05-29 17:58:01.000,7.8130675,52.4669663,87.3,3,A,82,2015-05-29 17:59:23.000,3601,3333,23,0.17,62.26,1.48,23.55
1881228824,2803,2015-05-31 05:03:52.000,7.8127704,52.4667637,112.5,3,A,96,2015-05-31 05:05:28.000,3708,3327,22,0.62,112.72,5.48,23.30
4087328398,2803,2015-05-31 09:06:00.000,7.8130227,52.4667748,99.5,3,A,56,2015-05-31 09:06:56.000,3710,3336,23,0.01,344.06,4.22,11.26
0782124984,2803,2015-05-31 13:08:00.000,,,,0,D,120,,3702,3311,19,,,,
3424745665,2803,2015-05-31 17:09:59.000,7.8128319,52.4668534,106.3,3,A,75,2015-05-31 17:11:14.000,3706,3320,20,0.06,8.52,4.88,8.45
2823768552,2803,2015-06-02 05:27:51.000,7.8115739,52.4664703,98.5,3,A,53,2015-06-02 05:28:44.999,3688,3284,14,0.39,0.00,4.74,12.29
2692707816,2803,2015-06-02 09:30:01.000,7.8127200,52.4673387,102.3,3,A,79,2015-06-02 09:31:20.001,3693,3278,14,0.12,306.05,3.24,7.17
3497084994,2803,2015-06-02 13:31:59.000,7.8140506,52.4666462,136.5,3,A,51,2015-06-02 13:32:50.998,3696,3306,18,0.77,8.52,7.49,18.43
0181579796,2803,2015-06-02 17:34:00.000,7.8096652,52.4655834,104.1,3,A,73,2015-06-02 17:35:13.999,3691,3283,14,1.28,203.16,7.63,21.76
